File	Accession	Alias	Sampling Campaign	Sampling Station	Sampling Platform	Event Label	Event Date/Time Start	Event Date/Time End	Latitude Start	Latitude Start Unit	Longitude Start	Longitude Start Unit	Latitude End	Latitude End Unit	Longitude End	Longitude End Unit	Depth	Depth Unit	Sample Collection Device	Protocol Label	Size Fraction Lower Threshold	Size Fraction Upper Threshold	Sample Status	Last Update Date	Marine Region	Temperature	Temperature Unit	Salinity Sensor	Salinity Sensor Unit	Oxygen Sensor	Oxygen Sensor Unit	Nitrate Sensor	Nitrate Sensor Unit	Chlorophyll Sensor	Chlorophyll Sensor Unit	Environment (Biome)	Environment (Feature)	Environment (Material)	Environmental Package	Citation	Further Details	Project Name	ENA-CHECKLIST	ENA-SPOT-COUNT	ENA-BASE-COUNT	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	
ERR562639	ERS488508	TARA_E500000196	TARA_20091122Z	TARA_025	SV Tara	TARA_20091123T1308Z_025_EVENT_NET	2009-11-23T13:08	2009-11-23T13:35	39.4046	DD	19.3886	DD	39.4023	DD	19.3945	DD	50	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)"	15.771337	ºC	38.413912	psu	236.70925	µmol/kg	99999	µmol/L	0.175103	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	414090741	81887824083	2014-07-15	2015-11-04	
ERR562423	ERS489118	TARA_N000000089	TARA_20100327Z	TARA_042	SV Tara	TARA_20100404T0304Z_042_EVENT_NET	2010-04-04T03:04	2010-04-04T03:09	6.0019	DD	73.8949	DD	6.0024	DD	73.8946	DD	5	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)"	29.980283	ºC	34.56155	psu	189.25475	µmol/kg	-1.47882	µmol/L	0.006724	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	2572613	776805382	2014-07-15	2015-11-04	
ERR562448	ERS488342	TARA_A100000596	TARA_20091031Z	TARA_018	SV Tara	TARA_20091102T1031Z_018_EVENT_NET	2009-11-02T10:31	2009-11-02T11:02	35.7444	DD	14.3083	DD	35.7422	DD	14.317	DD	5	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)"	99999	ºC	99999	psu	99999	µmol/kg	99999	µmol/L	99999	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	355166463	67932905897	2014-07-15	2015-11-04	
ERR562598	ERS492226	TARA_N000001796	TARA_20110509Z	TARA_109	SV Tara	TARA_20110513T2014Z_109_EVENT_NET	2011-05-13T20:14	2011-05-13T20:38	2.0218	DD	-84.5652	DD	2.0361	DD	-84.5565	DD	40	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)"	27.61049	ºC	33.46018	psu	203.11935	µmol/kg	1.072909	µmol/L	0.321279	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	393666441	78005431272	2014-07-15	2015-11-04	
ERR562678	ERS488609	TARA_A100001145	TARA_20100108Z	TARA_032	SV Tara	TARA_20100111T1417Z_032_EVENT_PUMP	2010-01-11T14:17	2010-01-11T15:20	23.4183	DD	37.245	DD	23.4217	DD	37.2517	DD	80	m	PUMP (High Volume Peristaltic Pump) with ECOTriplet	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)"	26.050367	ºC	40.196433	psu	179.968	µmol/kg	1.201064	µmol/L	0.224444	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	196611283	39870682469	2014-07-15	2015-11-04	
ERR562509	ERS492846	TARA_N000002043	TARA_20110726Z	TARA_124	SV Tara	TARA_20110804T2127Z_124_EVENT_NET	2011-08-04T21:27	2011-08-04T21:48	-9.1508	DD	-140.4969	DD	-9.1515	DD	-140.5155	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-DNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.520483	ºC	35.384483	psu	190.7865	µmol/kg	5.053192	µmol/L	0.263712	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	588014136	111905702629	2014-07-15	2015-11-04	
ERR562580	ERS490626	TARA_N000000868	TARA_20101003Z	TARA_076	SV Tara	TARA_20101016T1953Z_076_EVENT_NET	2010-10-16T19:53	2010-10-16T20:48	-21.092	DD	-35.417	DD	-21.1078	DD	-35.4327	DD	150	m	"PLANKTON NET, TYPE=Single, MESH_Size_(�m)=5, MOUTH_Opening_(m^2)=0.196349, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	21.754043	ºC	36.760054	psu	201.656679	µmol/kg	0.669548	µmol/L	0.167522	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	371826168	68609564424	2014-07-15	2015-11-04	
ERR562691	ERS488596	TARA_A100001147	TARA_20100108Z	TARA_032	SV Tara	TARA_20100111T1228Z_032_EVENT_NET	2010-01-11T12:28	2010-01-11T13:05	23.41	DD	37.2383	DD	23.4167	DD	37.2417	DD	80	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)"	26.140876	ºC	40.178726	psu	181.68816	µmol/kg	0.218477	µmol/L	0.208139	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	196231220	39175926657	2014-07-15	2015-11-04	
ERR562662	ERS488317	TARA_A100000035	TARA_20091025Z	TARA_016	SV Tara	TARA_20091027T1350Z_016_EVENT_PUMP	2009-10-27T13:50	2009-10-27T16:47	37.4532	DD	15.4596	DD	37.4016	DD	16.593	DD	65	m	PUMP (High Volume Peristaltic Pump) with ECOTriplet	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Ionian Sea (MRGID:3351)"	18.24971	ºC	38.262447	psu	220.830542	µmol/kg	99999	µmol/L	0.154014	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	149484199	29643169537	2014-07-15	2015-11-04	
ERR562402	ERS490712	TARA_N000001512	TARA_20101031Z	TARA_078	SV Tara	TARA_20101104T2013Z_078_EVENT_NET	2010-11-04T20:13	2010-11-04T20:46	-30.1403	DD	-43.2641	DD	-30.1443	DD	-43.2559	DD	120	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	n/a	19.33485	ºC	36.282975	psu	216.2725	µmol/kg	-0.409573	µmol/L	0.256037	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	343128278	63283812518	2014-07-15	2015-11-04	
ERR562595	ERS488134	TARA_X000001006	TARA_20090926Z	TARA_009	SV Tara	TARA_20090928T1508Z_009_EVENT_NET	2009-09-28T15:08	2009-09-28T15:14	39.0856	DD	5.7927	DD	39.0863	DD	5.788	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:Western Mediterranean (MRGID:21896)	23.8526	ºC	37.9751	psu	99999	µmol/kg	99999	µmol/L	-0.0247	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	338496058	62557481544	2014-07-15	2015-11-04	
ERR562695	ERS488915	TARA_N000000014	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T1041Z_039_EVENT_NET	2010-03-18T10:41	2010-03-18T10:47	18.5584	DD	66.4725	DD	18.5568	DD	66.4706	DD	25	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	n/a	26.748267	ºC	36.369233	psu	192.536833	µmol/kg	-0.737324	µmol/L	0.242524	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	411955789	77836882833	2014-07-15	2015-11-04	
ERR562403	ERS492751	TARA_N000001994	TARA_20110726Z	TARA_123	SV Tara	TARA_20110731T1916Z_123_EVENT_NET	2011-07-31T19:16	2011-07-31T19:26	-8.8984	DD	-140.3089	DD	-8.8967	DD	-140.3132	DD	5	m	"PLANKTON NET, TYPE=Single, MESH_Size_(�m)=5, MOUTH_Opening_(m^2)=0.196349, LENGTH_(m)=2.5"	PROT_NUC-DNA(1L)_N5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.63952	ºC	35.35772	psu	189.8109	µmol/kg	5.321003	µmol/L	0.162506	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	364841795	70965059357	2014-07-15	2015-11-04	
ERR562597	ERS491799	TARA_N000001584	TARA_20110401Z	TARA_098	SV Tara	TARA_20110404T1707Z_098_EVENT_NET	2011-04-04T17:07	2011-04-04T17:52	-25.8162	DD	-111.7349	DD	-25.8208	DD	-111.7468	DD	180	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Easter Island (MRGID:15120), Marine Ecoregion:Easter Island (MRGID:15120)"	20.325407	ºC	35.874018	psu	212.877257	µmol/kg	0.178539	µmol/L	0.138077	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	419770681	82299285083	2014-07-15	2015-11-04	
ERR562623	ERS489079	TARA_N000000074	TARA_20100327Z	TARA_041	SV Tara	TARA_20100330T1056Z_041_EVENT_PUMP	2010-03-30T10:56	2010-03-30T12:20	14.5536	DD	70.0128	DD	14.5375	DD	70.0244	DD	60	m	PUMP (High Volume Peristaltic Pump) with ECOTriplet	PROT_NUC-RNA(1L)_W5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777)	27.117663	ºC	36.496162	psu	148.328125	µmol/kg	-0.224514	µmol/L	0.47554	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	344767159	66023465364	2014-07-15	2015-11-04	
ERR562484	ERS488469	TARA_A100000532	TARA_20091111Z	TARA_022	SV Tara	TARA_20091116T1953Z_022_EVENT_NET	2009-11-16T19:53	2009-11-16T20:10	39.8312	DD	17.3952	DD	39.8346	DD	17.3934	DD	5	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)"	17.333408	ºC	37.8603	psu	221.516083	µmol/kg	99999	µmol/L	0.231401	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	2312042	697900979	2014-07-15	2015-11-04	
ERR562421	ERS492369	TARA_N000001820	TARA_20110520Z	TARA_111	SV Tara	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	2011-05-31T20:28:10	2011-05-31T23:10	-16.9587	DD	-100.6751	DD	-16.9687	DD	-100.7324	DD	90	m	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	PROT_NUC-DNA(1L)_W5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	n/a	19.881449	ºC	35.687249	psu	211.54555	µmol/kg	1.411516	µmol/L	0.378549	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	339454366	61593699965	2014-07-15	2015-11-04	
ERR562438	ERS490083	TARA_N000000968	TARA_20100624Z	TARA_065	SV Tara	TARA_20100712T1030Z_065_EVENT_NET	2010-07-12T10:30	2010-07-12T10:37	-35.2351	DD	26.3022	DD	-35.2302	DD	26.2998	DD	5	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760),  Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)"	21.815767	ºC	99999	psu	206.596083	µmol/kg	99999	µmol/L	0.193182	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	427813639	84309556387	2014-07-15	2015-11-04	
ERR562688	ERS489069	TARA_N000000078	TARA_20100327Z	TARA_041	SV Tara	TARA_20100330T0936Z_041_EVENT_NET	2010-03-30T09:36	2010-03-30T09:48	14.5566	DD	70.0107	DD	14.5524	DD	70.0113	DD	70	m	"PLANKTON NET, TYPE=Bongo, MESH_Size_(�m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777)	25.12668	ºC	36.21833	psu	67.5342	µmol/kg	12.570654	µmol/L	0.325434	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	184441760	36470503366	2014-07-15	2015-11-04	
ERR562658	ERS488156	TARA_X000001056	TARA_20090926Z	TARA_009	SV Tara	TARA_20090928T1659Z_009_EVENT_PUMP	2009-09-28T16:59	2009-09-28T19:36	39.0609	DD	5.9422	DD	39.0857	DD	5.8215	DD	55	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-RNA(1L)_W5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:Western Mediterranean (MRGID:21896)	16.151933	ºC	37.8232	psu	99999	µmol/kg	99999	µmol/L	0.434367	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	9592625	2344313384	2014-07-15	2015-11-04	
ERR562456	ERS488886	TARA_N000000008	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T0427Z_039_EVENT_PUMP	2010-03-18T04:27	2010-03-18T08:32	18.5918	DD	66.622	DD	18.5706	DD	66.5023	DD	5	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-RNA(1L)_W5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	n/a	26.81765	ºC	36.285367	psu	193.3535	µmol/kg	-1.415582	µmol/L	0.099089	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	370167738	70140309168	2014-07-15	2015-11-04	
ERR562405	ERS488460	TARA_A100000698	TARA_20091111Z	TARA_022	SV Tara	TARA_20091116T1453Z_022_EVENT_PUMP	2009-11-16T14:53	2009-11-16T16:54	39.5705	DD	17.4101	DD	39.8625	DD	17.388	DD	30	m	PUMP (High Volume Peristaltic Pump) with ECOTriplet	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)"	17.256933	ºC	38.116167	psu	220.987333	µmol/kg	99999	µmol/L	0.228614	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	426455997	84033309674	2014-07-15	2015-11-04	
ERR562401	ERS490490	TARA_N000000833	TARA_20101003Z	TARA_072	SV Tara	TARA_20101005T1535Z_072_EVENT_PUMP	2010-10-05T15:35	2010-10-05T15:42	-8.7296	DD	-17.9604	DD	-8.7006	DD	-17.9915	DD	100	m	PUMP (High Volume Peristaltic Pump) with ECOTriplet	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	This version can be used to provide data discovery services	2014-05-01Z	n/a	24.112672	ºC	36.603343	psu	194.428431	µmol/kg	0.241265	µmol/L	0.263939	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	351260046	64883867956	2014-07-15	2015-11-04	
ERR562430	ERS489556	TARA_N000000570	TARA_20100515Z	TARA_052	SV Tara	TARA_20100517T0545Z_052_EVENT_NET	2010-05-17T05:45	2010-05-17T06:06	-16.9616	DD	53.9541	DD	-16.9631	DD	53.9497	DD	5	m	"PLANKTON NET, TYPE=Single, MESH_Size_(�m)=5, MOUTH_Opening_(m^2)=0.196349, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029)	27.933337	ºC	34.559913	psu	191.885458	µmol/kg	0.244232	µmol/L	0.186783	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	352348951	66282770111	2014-07-15	2015-11-04	
ERR562399	ERS489596	TARA_N000000600	TARA_20100515Z	TARA_052	SV Tara	TARA_20100517T1142Z_052_EVENT_PUMP	2010-05-17T11:42	2010-05-17T13:50	-16.9534	DD	53.9601	DD	-16.9675	DD	53.9199	DD	75	m	PUMP (High Volume Peristaltic Pump) with ECOTriplet	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:Cargados Carajos/Tromelin Island (MRGID:22029)	24.89426	ºC	34.910755	psu	192.55925	µmol/kg	0.244232	µmol/L	0.394226	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	308198144	56056170277	2014-07-15	2015-11-04	
ERR562713	ERS488731	TARA_N000000318	TARA_20100309Z	TARA_036	SV Tara	TARA_20100312T0606Z_036_EVENT_PUMP	2010-03-12T06:06	2010-03-12T06:56	20.8183	DD	63.5047	DD	20.8151	DD	63.5046	DD	5	m	PUMP (High Volume Peristaltic Pump)	PROT_NUC-RNA(1L)_W5-20	5	20	This version can be used to provide data discovery services	2014-05-01Z	(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)	25.581433	ºC	36.530058	psu	104.908417	µmol/kg	99999	µmol/L	0.129697	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	2528295	763396724	2014-07-15	2015-11-04	
ERR562488	ERS490105	TARA_N000000961	TARA_20100624Z	TARA_065	SV Tara	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	2010-07-12T11:03:22	2010-07-12T12:12	-35.2421	DD	26.3048	DD	-35.2528	DD	26.317	DD	30	m	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760),  Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)"	21.81495	ºC	99999	psu	206.43725	µmol/kg	99999	µmol/L	0.272648	mg Chl/m3	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	142089403	27490480218	2014-07-15	2015-11-04	
ERR562526	ERS488896	TARA_N000000011	TARA_20100309Z	TARA_039	SV Tara	TARA_20100318T0505Z_039_EVENT_NET	2010-03-18T05:05	2010-03-18T05:08	18.5667	DD	66.522	DD	18.5664	DD	66.522	DD	5	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	n/a	26.81765	ºC	36.285367	psu	193.3535	µmol/kg	-1.415582	µmol/L	0.099089	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	405855965	77731524356	2014-07-15	2015-11-04	
ERR562615	ERS488640	TARA_A100001245	TARA_20100108Z	TARA_033	SV Tara	TARA_20100113T0720Z_033_EVENT_NET	2010-01-13T07:20	2010-01-13T07:40	21.9467	DD	38.2517	DD	21.9667	DD	38.2367	DD	5	m	"PLANKTON NET, TYPE=Double, MESH_Size_(�m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	This version can be used to provide data discovery services	2014-05-01Z	"(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)"	27.329517	ºC	38.937417	psu	182.812167	µmol/kg	-0.000271	µmol/L	0.163228	mg Chl/m3	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	Tara Oceans expedition (2009-2013)	ERC000030	178258307	35578331492	2014-07-15	2015-11-04	
