study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6610	SAMEA2656965	ERS488900	ERX521585	ERR562559	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562559/ERR562559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562559/ERR562559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562559/ERR562559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562559/ERR562559_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVFOSW_1_1_H0KHLADXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVFOSW_1_2_H0KHLADXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVFOSW_1_1_H0KHLADXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVFOSW_1_2_H0KHLADXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562559	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562559		
PRJEB6610	SAMEA2657100	ERS490503	ERX521429	ERR562560	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562560/ERR562560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562560/ERR562560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562560/ERR562560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562560/ERR562560_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQNOSW_5_1_64MD3AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQNOSW_5_2_64MD3AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQNOSW_5_1_64MD3AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQNOSW_5_2_64MD3AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562560	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562560		
PRJEB6610	SAMEA2619917	ERS488695	ERX521727	ERR562561	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562561/ERR562561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562561/ERR562561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562561/ERR562561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562561/ERR562561_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFSOSW_7_1_662WDAAXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFSOSW_7_2_662WDAAXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFSOSW_7_1_662WDAAXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFSOSW_7_2_662WDAAXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562561	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562561		
PRJEB6610	SAMEA2657002	ERS488539	ERX521541	ERR562562	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562562/ERR562562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562562/ERR562562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562562/ERR562562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562562/ERR562562_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBGOSW_5_1_64F3FAAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBGOSW_5_2_64F3FAAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBGOSW_5_1_64F3FAAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBGOSW_5_2_64F3FAAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562562	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562562		
PRJEB6610	SAMEA2657090	ERS490457	ERX521405	ERR562563	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562563/ERR562563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562563/ERR562563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562563/ERR562563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562563/ERR562563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARCOSW_5_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARCOSW_5_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARCOSW_5_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARCOSW_5_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562563	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562563		
PRJEB6610	SAMEA2621080	ERS490341	ERX521615	ERR562564	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562564/ERR562564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562564/ERR562564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562564/ERR562564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562564/ERR562564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIQOSW_8_1_70H17AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIQOSW_8_2_70H17AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIQOSW_8_1_70H17AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIQOSW_8_2_70H17AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562564	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562564		
PRJEB6610	SAMEA2621225	ERS490606	ERX521589	ERR562565	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562565/ERR562565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562565/ERR562565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562565/ERR562565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562565/ERR562565_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKVOSW_5_1_70H17AAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKVOSW_5_2_70H17AAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKVOSW_5_1_70H17AAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKVOSW_5_2_70H17AAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562565	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562565		
PRJEB6610	SAMEA2619534	ERS488122	ERX521411	ERR562566	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562566/ERR562566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562566/ERR562566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562566/ERR562566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562566/ERR562566_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACGOSW_7_1_70H17AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACGOSW_7_2_70H17AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACGOSW_7_1_70H17AAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACGOSW_7_2_70H17AAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562566	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562566		
PRJEB6610	SAMEA2620961	ERS490174	ERX521437	ERR562567	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562567/ERR562567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562567/ERR562567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562567/ERR562567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562567/ERR562567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKGOSW_7_1_70DGUAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKGOSW_7_2_70DGUAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKGOSW_7_1_70DGUAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKGOSW_7_2_70DGUAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562567	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562567		
PRJEB6610	SAMEA2622660	ERS492650	ERX521668	ERR562568	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562568/ERR562568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562568/ERR562568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562568/ERR562568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562568/ERR562568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCMOSW_7_1_64F3FAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCMOSW_7_2_64F3FAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCMOSW_7_1_64F3FAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCMOSW_7_2_64F3FAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562568	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562568		
PRJEB6610	SAMEA2619959	ERS488754	ERX521498	ERR562569	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562569/ERR562569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562569/ERR562569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562569/ERR562569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562569/ERR562569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALFOSW_7_1_64MD3AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALFOSW_7_2_64MD3AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALFOSW_7_1_64MD3AAXX.IND11.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALFOSW_7_2_64MD3AAXX.IND11.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562569	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562569		
PRJEB6610	SAMEA2619685	ERS488353	ERX521634	ERR562570	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562570/ERR562570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562570/ERR562570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562570/ERR562570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562570/ERR562570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ADROSW_2_1_70H17AAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ADROSW_2_2_70H17AAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ADROSW_2_1_70H17AAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ADROSW_2_2_70H17AAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562570	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562570		
PRJEB6610	SAMEA2611383	ERS477996	ERX521716	ERR562571	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562571/ERR562571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562571/ERR562571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562571/ERR562571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562571/ERR562571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AECOSW_1_1_70DGUAAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AECOSW_1_2_70DGUAAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AECOSW_1_1_70DGUAAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AECOSW_1_2_70DGUAAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562571	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562571		
PRJEB6610	SAMEA2622844	ERS492933	ERX521625	ERR562572	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562572/ERR562572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562572/ERR562572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562572/ERR562572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562572/ERR562572_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDSOSW_1_1_64L7PAAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDSOSW_1_2_64L7PAAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDSOSW_1_1_64L7PAAXX.IND2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDSOSW_1_2_64L7PAAXX.IND2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562572	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562572		
PRJEB6610	SAMEA2656996	ERS488391	ERX521722	ERR562573	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562573/ERR562573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562573/ERR562573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562573/ERR562573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562573/ERR562573_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BEAOSW_2_1_64L7PAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BEAOSW_2_2_64L7PAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BEAOSW_2_1_64L7PAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BEAOSW_2_2_64L7PAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562573	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562573		
PRJEB6610	SAMEA2622182	ERS491947	ERX521441	ERR562574	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562574/ERR562574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562574/ERR562574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562574/ERR562574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562574/ERR562574_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANFOSW_2_1_64MD3AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANFOSW_2_2_64MD3AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANFOSW_2_1_64MD3AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANFOSW_2_2_64MD3AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562574	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562574		
PRJEB6610	SAMEA2591082	ERS477961	ERX521550	ERR562575	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562575/ERR562575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562575/ERR562575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562575/ERR562575_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562575/ERR562575_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACVOSW_7_1_64MD3AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACVOSW_7_2_64MD3AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACVOSW_7_1_64MD3AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACVOSW_7_2_64MD3AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562575	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562575		
PRJEB6610	SAMEA2622343	ERS492184	ERX521539	ERR562576	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562576/ERR562576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562576/ERR562576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562576/ERR562576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562576/ERR562576_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANAOSW_5_1_70DGUAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANAOSW_5_2_70DGUAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANAOSW_5_1_70DGUAAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ANAOSW_5_2_70DGUAAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562576	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562576		
PRJEB6610	SAMEA2657015	ERS488506	ERX521488	ERR562577	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562577/ERR562577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562577/ERR562577_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562577/ERR562577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562577/ERR562577_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AELOSW_2_1_70H17AAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AELOSW_2_2_70H17AAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AELOSW_2_1_70H17AAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AELOSW_2_2_70H17AAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562577	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562577		
PRJEB6610	SAMEA2657071	ERS492904	ERX521567	ERR562578	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562578/ERR562578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562578/ERR562578_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562578/ERR562578_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562578/ERR562578_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDLOSW_1_1_64L7PAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDLOSW_1_2_64L7PAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDLOSW_1_1_64L7PAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDLOSW_1_2_64L7PAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562578	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562578		
PRJEB6610	SAMEA2657019	ERS492400	ERX521566	ERR562579	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562579/ERR562579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562579/ERR562579_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562579/ERR562579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562579/ERR562579_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BACOSW_1_1_64F3FAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BACOSW_1_2_64F3FAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BACOSW_1_1_64F3FAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BACOSW_1_2_64F3FAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562579	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562579		
PRJEB6610	SAMEA2657101	ERS490626	ERX521671	ERR562580	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562580/ERR562580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562580/ERR562580_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562580/ERR562580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562580/ERR562580_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKNOSW_5_1_70H17AAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKNOSW_5_2_70H17AAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKNOSW_5_1_70H17AAXX.IND6.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKNOSW_5_2_70H17AAXX.IND6.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562580	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562580		
