Sample	Location	LocIndex
srp_SRS016615	right_retroauricular_crease	11
srp_SRS016621	anterior_nares	12
srp_SRS016663	throat	3
srp_SRS016672	left_retroauricular_crease	10
srp_SRS016675	right_retroauricular_crease	11
srp_SRS016684	anterior_nares	12
srp_SRS016722	throat	3
srp_SRS016775	throat	3
srp_SRS016781	left_retroauricular_crease	10
srp_SRS016783	right_retroauricular_crease	11
srp_SRS016787	right_antecubital_fossa	14
srp_SRS016789	anterior_nares	12
srp_SRS016874	throat	3
srp_SRS016883	left_retroauricular_crease	10
srp_SRS016886	right_retroauricular_crease	11
srp_SRS016895	anterior_nares	12
srp_SRS016938	throat	3
srp_SRS017023	throat	3
srp_SRS017041	right_antecubital_fossa	14
srp_SRS017086	throat	3
srp_SRS017092	left_retroauricular_crease	10
srp_SRS017094	right_retroauricular_crease	11
srp_SRS017098	right_antecubital_fossa	14
srp_SRS017100	anterior_nares	12
srp_SRS017136	throat	3
srp_SRS017145	left_retroauricular_crease	10
srp_SRS017148	right_retroauricular_crease	11
srp_SRS017151	left_antecubital_fossa	13
srp_SRS017154	right_antecubital_fossa	14
srp_SRS017157	anterior_nares	12
srp_SRS017224	throat	3
srp_SRS017233	left_retroauricular_crease	10
srp_SRS017236	right_retroauricular_crease	11
srp_SRS017245	anterior_nares	12
srp_SRS017294	left_retroauricular_crease	10
srp_SRS017296	right_retroauricular_crease	11
srp_SRS017302	anterior_nares	12
srp_SRS017359	throat	3
srp_SRS017365	left_retroauricular_crease	10
srp_SRS017367	right_retroauricular_crease	11
srp_SRS017371	right_antecubital_fossa	14
srp_SRS017373	anterior_nares	12
srp_SRS017416	throat	3
srp_SRS017422	left_retroauricular_crease	10
srp_SRS017424	right_retroauricular_crease	11
srp_SRS017428	right_antecubital_fossa	14
srp_SRS017430	anterior_nares	12
srp_SRS017477	throat	3
srp_SRS017483	left_retroauricular_crease	10
srp_SRS017485	right_retroauricular_crease	11
srp_SRS017489	right_antecubital_fossa	14
srp_SRS017491	anterior_nares	12
srp_SRS017543	throat	3
srp_SRS017549	left_retroauricular_crease	10
srp_SRS017557	anterior_nares	12
srp_SRS017663	throat	3
srp_SRS017669	left_retroauricular_crease	10
srp_SRS017671	right_retroauricular_crease	11
srp_SRS017673	left_antecubital_fossa	13
srp_SRS017677	anterior_nares	12
srp_SRS017723	throat	3
srp_SRS017729	left_retroauricular_crease	10
srp_SRS017731	right_retroauricular_crease	11
srp_SRS017735	right_antecubital_fossa	14
srp_SRS017737	anterior_nares	12
srp_SRS017786	throat	3
srp_SRS017792	left_retroauricular_crease	10
srp_SRS017794	right_retroauricular_crease	11
srp_SRS017796	left_antecubital_fossa	13
srp_SRS017798	right_antecubital_fossa	14
srp_SRS017800	anterior_nares	12
srp_SRS017843	throat	3
srp_SRS017857	anterior_nares	12
srp_SRS017900	throat	3
srp_SRS017906	left_retroauricular_crease	10
srp_SRS017908	right_retroauricular_crease	11
srp_SRS017912	right_antecubital_fossa	14
srp_SRS017914	anterior_nares	12
srp_SRS017957	throat	3
srp_SRS017963	left_retroauricular_crease	10
srp_SRS017965	right_retroauricular_crease	11
srp_SRS018019	throat	3
srp_SRS018025	left_retroauricular_crease	10
srp_SRS018027	right_retroauricular_crease	11
srp_SRS018033	anterior_nares	12
srp_SRS018043	anterior_nares	12
srp_SRS018098	throat	3
srp_SRS018112	anterior_nares	12
srp_SRS018155	throat	3
srp_SRS018161	left_retroauricular_crease	10
srp_SRS018163	right_retroauricular_crease	11
srp_SRS018212	throat	3
srp_SRS018218	left_retroauricular_crease	10
srp_SRS018220	right_retroauricular_crease	11
srp_SRS018226	anterior_nares	12
srp_SRS018272	throat	3
srp_SRS018278	left_retroauricular_crease	10
srp_SRS018282	left_antecubital_fossa	13
srp_SRS018286	anterior_nares	12
srp_SRS018335	throat	3
srp_SRS018341	left_retroauricular_crease	10
srp_SRS018343	right_retroauricular_crease	11
srp_SRS018349	anterior_nares	12
srp_SRS018392	throat	3
srp_SRS018406	anterior_nares	12
srp_SRS018449	throat	3
srp_SRS018511	throat	3
srp_SRS018525	anterior_nares	12
srp_SRS018629	tongue_dorsum	1
srp_SRS018631	hard_palate	6
srp_SRS018633	buccal_mucosa	7
srp_SRS018635	attached_keratinized_gingiva	5
srp_SRS018637	palatine_tonsils	2
srp_SRS018639	throat	3
srp_SRS018641	supragingival_plaque	8
srp_SRS018643	subgingival_plaque	9
srp_SRS018653	anterior_nares	12
srp_SRS018655	stool	0
srp_SRS018676	saliva	4
srp_SRS018680	tongue_dorsum	1
srp_SRS018682	hard_palate	6
srp_SRS018684	buccal_mucosa	7
srp_SRS018686	attached_keratinized_gingiva	5
srp_SRS018688	palatine_tonsils	2
srp_SRS018692	supragingival_plaque	8
srp_SRS018694	subgingival_plaque	9
srp_SRS018696	anterior_nares	12
srp_SRS018706	vaginal_introitus	15
srp_SRS018708	mid_vagina	16
srp_SRS018710	posterior_fornix	17
srp_SRS018712	stool	0
srp_SRS018838	saliva	4
srp_SRS018842	tongue_dorsum	1
srp_SRS018844	hard_palate	6
srp_SRS018846	buccal_mucosa	7
srp_SRS018848	attached_keratinized_gingiva	5
srp_SRS018850	palatine_tonsils	2
srp_SRS018852	throat	3
srp_SRS018854	supragingival_plaque	8
srp_SRS018866	vaginal_introitus	15
srp_SRS018868	mid_vagina	16
srp_SRS018870	posterior_fornix	17
srp_SRS018872	stool	0
srp_SRS018894	tongue_dorsum	1
srp_SRS018896	hard_palate	6
srp_SRS018898	buccal_mucosa	7
srp_SRS018900	attached_keratinized_gingiva	5
srp_SRS018902	palatine_tonsils	2
srp_SRS018904	throat	3
srp_SRS018906	supragingival_plaque	8
srp_SRS018908	subgingival_plaque	9
srp_SRS018918	anterior_nares	12
srp_SRS018920	stool	0
srp_SRS018938	saliva	4
srp_SRS018942	tongue_dorsum	1
srp_SRS018944	hard_palate	6
srp_SRS018946	buccal_mucosa	7
srp_SRS018948	attached_keratinized_gingiva	5
srp_SRS018950	palatine_tonsils	2
srp_SRS018952	throat	3
srp_SRS018954	supragingival_plaque	8
srp_SRS018956	subgingival_plaque	9
srp_SRS018968	stool	0
srp_SRS019288	saliva	4
srp_SRS019292	tongue_dorsum	1
srp_SRS019294	hard_palate	6
srp_SRS019296	buccal_mucosa	7
srp_SRS019298	attached_keratinized_gingiva	5
srp_SRS019300	palatine_tonsils	2
srp_SRS019349	tongue_dorsum	1
srp_SRS019351	hard_palate	6
srp_SRS019353	buccal_mucosa	7
srp_SRS019355	attached_keratinized_gingiva	5
srp_SRS019357	palatine_tonsils	2
srp_SRS019359	throat	3
srp_SRS019361	supragingival_plaque	8
srp_SRS019363	subgingival_plaque	9
srp_SRS019373	anterior_nares	12
srp_SRS019375	vaginal_introitus	15
srp_SRS019377	mid_vagina	16
srp_SRS019379	posterior_fornix	17
srp_SRS019381	stool	0
srp_SRS019506	anterior_nares	12
srp_SRS019508	vaginal_introitus	15
srp_SRS019510	mid_vagina	16
srp_SRS019512	posterior_fornix	17
srp_SRS019514	saliva	4
srp_SRS019518	tongue_dorsum	1
srp_SRS019520	hard_palate	6
srp_SRS019522	buccal_mucosa	7
srp_SRS019524	attached_keratinized_gingiva	5
srp_SRS019526	palatine_tonsils	2
srp_SRS019528	throat	3
srp_SRS019530	supragingival_plaque	8
srp_SRS019532	subgingival_plaque	9
srp_SRS019534	stool	0
srp_SRS020012	throat	3
srp_SRS020018	left_retroauricular_crease	10
srp_SRS020020	right_retroauricular_crease	11
srp_SRS020022	left_antecubital_fossa	13
srp_SRS020024	right_antecubital_fossa	14
srp_SRS020026	anterior_nares	12
srp_SRS020255	throat	3
srp_SRS020267	right_antecubital_fossa	14
srp_SRS020269	anterior_nares	12
srp_SRS020312	throat	3
srp_SRS020318	left_retroauricular_crease	10
srp_SRS020320	right_retroauricular_crease	11
srp_SRS020326	anterior_nares	12
srp_SRS020372	throat	3
srp_SRS020378	left_retroauricular_crease	10
srp_SRS020380	right_retroauricular_crease	11
srp_SRS020384	right_antecubital_fossa	14
srp_SRS020435	throat	3
srp_SRS020441	left_retroauricular_crease	10
srp_SRS020443	right_retroauricular_crease	11
srp_SRS020447	right_antecubital_fossa	14
srp_SRS020449	anterior_nares	12
srp_SRS020549	throat	3
srp_SRS020555	left_retroauricular_crease	10
srp_SRS020557	right_retroauricular_crease	11
srp_SRS020563	anterior_nares	12
srp_SRS020891	throat	3
srp_SRS020897	left_retroauricular_crease	10
srp_SRS020899	right_retroauricular_crease	11
srp_SRS021506	throat	3
srp_SRS021512	left_retroauricular_crease	10
srp_SRS021514	right_retroauricular_crease	11
srp_SRS021520	anterior_nares	12
srp_SRS021992	throat	3
srp_SRS021998	left_retroauricular_crease	10
srp_SRS022000	right_retroauricular_crease	11
srp_SRS022115	throat	3
srp_SRS022121	left_retroauricular_crease	10
srp_SRS022123	right_retroauricular_crease	11
srp_SRS022631	throat	3
srp_SRS022637	left_retroauricular_crease	10
srp_SRS022639	right_retroauricular_crease	11
srp_SRS022641	left_antecubital_fossa	13
srp_SRS022643	right_antecubital_fossa	14
srp_SRS023198	throat	3
srp_SRS023204	left_retroauricular_crease	10
srp_SRS023206	right_retroauricular_crease	11
srp_SRS023567	throat	3
srp_SRS023573	left_retroauricular_crease	10
srp_SRS023575	right_retroauricular_crease	11
srp_SRS023577	left_antecubital_fossa	13
srp_SRS023579	right_antecubital_fossa	14
srp_SRS023627	throat	3
srp_SRS023633	left_retroauricular_crease	10
srp_SRS023635	right_retroauricular_crease	11
srp_SRS023641	anterior_nares	12
srp_SRS023756	throat	3
srp_SRS023762	left_retroauricular_crease	10
srp_SRS023764	right_retroauricular_crease	11
srp_SRS023766	left_antecubital_fossa	13
srp_SRS023768	right_antecubital_fossa	14
srp_SRS023770	anterior_nares	12
srp_SRS023936	throat	3
srp_SRS023942	left_retroauricular_crease	10
srp_SRS023944	right_retroauricular_crease	11
srp_SRS023948	right_antecubital_fossa	14
srp_SRS023950	anterior_nares	12
srp_SRS023993	throat	3
srp_SRS023999	left_retroauricular_crease	10
srp_SRS024001	right_retroauricular_crease	11
srp_SRS024007	anterior_nares	12
srp_SRS024050	throat	3
srp_SRS024056	left_retroauricular_crease	10
srp_SRS024058	right_retroauricular_crease	11
srp_SRS024116	throat	3
srp_SRS024122	left_retroauricular_crease	10
srp_SRS024128	right_antecubital_fossa	14
srp_SRS024173	throat	3
srp_SRS024179	left_retroauricular_crease	10
srp_SRS024181	right_retroauricular_crease	11
srp_SRS024187	anterior_nares	12
srp_SRS024230	throat	3
srp_SRS024236	left_retroauricular_crease	10
srp_SRS024238	right_retroauricular_crease	11
srp_SRS024287	throat	3
srp_SRS024293	left_retroauricular_crease	10
srp_SRS024295	right_retroauricular_crease	11
srp_SRS024297	left_antecubital_fossa	13
srp_SRS024299	right_antecubital_fossa	14
srp_SRS024353	throat	3
srp_SRS024359	left_retroauricular_crease	10
srp_SRS024361	right_retroauricular_crease	11
srp_SRS024363	left_antecubital_fossa	13
srp_SRS024365	right_antecubital_fossa	14
srp_SRS024367	anterior_nares	12
srp_SRS024410	throat	3
srp_SRS024416	left_retroauricular_crease	10
srp_SRS024418	right_retroauricular_crease	11
srp_SRS024422	right_antecubital_fossa	14
srp_SRS024476	throat	3
srp_SRS024486	left_antecubital_fossa	13
srp_SRS024488	right_antecubital_fossa	14
srp_SRS024490	anterior_nares	12
srp_SRS024590	throat	3
srp_SRS024604	anterior_nares	12
srp_SRS024647	throat	3
srp_SRS024653	left_retroauricular_crease	10
srp_SRS024659	right_antecubital_fossa	14
srp_SRS024661	anterior_nares	12
srp_SRS042523	anterior_nares	12
srp_SRS042764	right_retroauricular_crease	11
srp_SRS043190	anterior_nares	12
srp_SRS043596	anterior_nares	12
srp_SRS044673	right_retroauricular_crease	11
srp_SRS044714	right_antecubital_fossa	14
srp_SRS045118	mid_vagina	16
srp_SRS045129	right_antecubital_fossa	14
srp_SRS045182	left_retroauricular_crease	10
srp_SRS045321	stool	0
srp_SRS046154	throat	3
srp_SRS046353	left_antecubital_fossa	13
srp_SRS046477	left_retroauricular_crease	10
srp_SRS047540	right_antecubital_fossa	14
srp_SRS047787	throat	3
srp_SRS047816	throat	3
srp_SRS050481	right_antecubital_fossa	14
srp_SRS050566	left_antecubital_fossa	13
srp_SRS050979	left_antecubital_fossa	13
srp_SRS051250	throat	3
srp_SRS051269	saliva	4
srp_SRS051731	left_retroauricular_crease	10
srp_SRS052063	right_retroauricular_crease	11
srp_SRS052103	throat	3
srp_SRS052368	throat	3
srp_SRS055744	right_antecubital_fossa	14
srp_SRS056058	throat	3
srp_SRS057067	right_antecubital_fossa	14
srp_SRS057212	right_retroauricular_crease	11
srp_SRS057494	anterior_nares	12
srp_SRS058269	attached_keratinized_gingiva	5
srp_SRS058322	anterior_nares	12
srp_SRS062400	left_antecubital_fossa	13
srp_SRS062425	right_retroauricular_crease	11
srp_SRS062450	attached_keratinized_gingiva	5
srp_SRS062488	tongue_dorsum	1
srp_SRS062511	supragingival_plaque	8
srp_SRS062541	attached_keratinized_gingiva	5
srp_SRS062556	right_retroauricular_crease	11
srp_SRS062617	posterior_fornix	17
srp_SRS062626	palatine_tonsils	2
srp_SRS062658	buccal_mucosa	7
srp_SRS062664	throat	3
srp_SRS062686	saliva	4
srp_SRS062687	palatine_tonsils	2
srp_SRS062732	palatine_tonsils	2
srp_SRS062743	mid_vagina	16
srp_SRS062753	subgingival_plaque	9
srp_SRS062765	palatine_tonsils	2
srp_SRS062839	saliva	4
srp_SRS062848	tongue_dorsum	1
srp_SRS062850	subgingival_plaque	9
srp_SRS062859	tongue_dorsum	1
srp_SRS062870	throat	3
srp_SRS062888	left_retroauricular_crease	10
srp_SRS062912	tongue_dorsum	1
srp_SRS062919	mid_vagina	16
srp_SRS062921	tongue_dorsum	1
srp_SRS062924	saliva	4
srp_SRS062945	saliva	4
srp_SRS062975	left_retroauricular_crease	10
srp_SRS063011	supragingival_plaque	8
srp_SRS063030	hard_palate	6
srp_SRS063036	tongue_dorsum	1
srp_SRS063049	subgingival_plaque	9
srp_SRS063083	saliva	4
srp_SRS063106	buccal_mucosa	7
srp_SRS063139	tongue_dorsum	1
srp_SRS063245	throat	3
srp_SRS063259	right_retroauricular_crease	11
srp_SRS063261	anterior_nares	12
srp_SRS063315	stool	0
srp_SRS063328	subgingival_plaque	9
srp_SRS063346	supragingival_plaque	8
srp_SRS063357	attached_keratinized_gingiva	5
srp_SRS063397	anterior_nares	12
srp_SRS063414	left_antecubital_fossa	13
srp_SRS063428	right_retroauricular_crease	11
srp_SRS063448	tongue_dorsum	1
srp_SRS063461	supragingival_plaque	8
srp_SRS063472	buccal_mucosa	7
srp_SRS063495	throat	3
srp_SRS063496	left_retroauricular_crease	10
srp_SRS063543	right_retroauricular_crease	11
srp_SRS063563	left_retroauricular_crease	10
srp_SRS063575	attached_keratinized_gingiva	5
srp_SRS063610	mid_vagina	16
srp_SRS063618	left_retroauricular_crease	10
srp_SRS063701	buccal_mucosa	7
srp_SRS063735	throat	3
srp_SRS063748	right_antecubital_fossa	14
srp_SRS063760	saliva	4
srp_SRS063779	right_antecubital_fossa	14
srp_SRS063789	supragingival_plaque	8
srp_SRS063810	saliva	4
srp_SRS063811	palatine_tonsils	2
srp_SRS063830	right_retroauricular_crease	11
srp_SRS063834	left_retroauricular_crease	10
srp_SRS063839	throat	3
srp_SRS063848	subgingival_plaque	9
srp_SRS063853	right_retroauricular_crease	11
srp_SRS063870	right_antecubital_fossa	14
srp_SRS063882	right_antecubital_fossa	14
srp_SRS063896	buccal_mucosa	7
srp_SRS063920	right_retroauricular_crease	11
srp_SRS063922	right_retroauricular_crease	11
srp_SRS063938	attached_keratinized_gingiva	5
srp_SRS064012	subgingival_plaque	9
srp_SRS064062	attached_keratinized_gingiva	5
srp_SRS064124	attached_keratinized_gingiva	5
srp_SRS064162	left_retroauricular_crease	10
srp_SRS064184	vaginal_introitus	15
srp_SRS064220	supragingival_plaque	8
srp_SRS064284	right_retroauricular_crease	11
srp_SRS064326	hard_palate	6
srp_SRS064342	left_retroauricular_crease	10
srp_SRS064365	supragingival_plaque	8
srp_SRS064407	subgingival_plaque	9
srp_SRS064422	subgingival_plaque	9
srp_SRS064446	saliva	4
srp_SRS064455	hard_palate	6
srp_SRS064476	attached_keratinized_gingiva	5
srp_SRS064508	posterior_fornix	17
srp_SRS064515	right_retroauricular_crease	11
srp_SRS064525	stool	0
srp_SRS064527	throat	3
srp_SRS064536	hard_palate	6
srp_SRS064579	subgingival_plaque	9
srp_SRS064582	supragingival_plaque	8
srp_SRS064590	right_retroauricular_crease	11
srp_SRS064594	stool	0
srp_SRS064598	left_retroauricular_crease	10
srp_SRS064614	left_retroauricular_crease	10
srp_SRS064615	right_retroauricular_crease	11
srp_SRS064627	hard_palate	6
srp_SRS064669	left_retroauricular_crease	10
srp_SRS064679	saliva	4
srp_SRS064705	throat	3
srp_SRS064726	supragingival_plaque	8
srp_SRS064794	left_retroauricular_crease	10
srp_SRS064807	buccal_mucosa	7
srp_SRS064810	right_retroauricular_crease	11
srp_SRS064847	right_retroauricular_crease	11
srp_SRS064848	stool	0
srp_SRS064867	tongue_dorsum	1
srp_SRS064948	palatine_tonsils	2
srp_SRS064977	left_retroauricular_crease	10
srp_SRS065004	subgingival_plaque	9
srp_SRS065013	left_retroauricular_crease	10
srp_SRS065028	buccal_mucosa	7
srp_SRS065186	posterior_fornix	17
srp_SRS065197	left_retroauricular_crease	10
srp_SRS065199	right_retroauricular_crease	11
srp_SRS065230	mid_vagina	16
srp_SRS065238	buccal_mucosa	7
srp_SRS065267	left_antecubital_fossa	13
srp_SRS065270	right_antecubital_fossa	14
srp_SRS065294	right_retroauricular_crease	11
srp_SRS065301	palatine_tonsils	2
srp_SRS065302	left_retroauricular_crease	10
srp_SRS065303	right_retroauricular_crease	11
srp_SRS065314	palatine_tonsils	2
srp_SRS065323	stool	0
srp_SRS065325	right_antecubital_fossa	14
srp_SRS065339	left_retroauricular_crease	10
srp_SRS065361	left_retroauricular_crease	10
srp_SRS065382	right_antecubital_fossa	14
srp_SRS065387	buccal_mucosa	7
srp_SRS065393	hard_palate	6
srp_SRS065409	attached_keratinized_gingiva	5
srp_SRS065417	left_retroauricular_crease	10
srp_SRS065486	stool	0
srp_SRS065494	hard_palate	6
srp_SRS065546	hard_palate	6
srp_SRS065563	left_antecubital_fossa	13
srp_SRS065576	right_retroauricular_crease	11
srp_SRS065589	palatine_tonsils	2
srp_SRS065618	throat	3
srp_SRS065631	left_antecubital_fossa	13
srp_SRS065652	left_antecubital_fossa	13
srp_SRS065671	attached_keratinized_gingiva	5
srp_SRS065695	posterior_fornix	17
srp_SRS065710	hard_palate	6
srp_SRS065717	left_retroauricular_crease	10
srp_SRS066144	NA	18
srp_SRS066188	NA	18
srp_SRS074605	stool	0
srp_SRS074613	saliva	4
srp_SRS074617	tongue_dorsum	1
srp_SRS074619	hard_palate	6
srp_SRS074621	buccal_mucosa	7
srp_SRS074623	attached_keratinized_gingiva	5
srp_SRS074625	palatine_tonsils	2
srp_SRS074627	throat	3
srp_SRS074629	supragingival_plaque	8
srp_SRS074631	subgingival_plaque	9
srp_SRS074633	left_retroauricular_crease	10
srp_SRS074635	right_retroauricular_crease	11
srp_SRS074637	left_antecubital_fossa	13
srp_SRS074639	right_antecubital_fossa	14
srp_SRS074641	anterior_nares	12
srp_SRS074664	vaginal_introitus	15
srp_SRS074666	mid_vagina	16
srp_SRS074668	posterior_fornix	17
srp_SRS074689	stool	0
srp_SRS074697	saliva	4
srp_SRS074701	tongue_dorsum	1
srp_SRS074703	hard_palate	6
srp_SRS074705	buccal_mucosa	7
srp_SRS074707	attached_keratinized_gingiva	5
srp_SRS074709	palatine_tonsils	2
srp_SRS074711	supragingival_plaque	8
srp_SRS074713	subgingival_plaque	9
srp_SRS074715	left_retroauricular_crease	10
srp_SRS074717	right_retroauricular_crease	11
srp_SRS074719	left_antecubital_fossa	13
srp_SRS074721	right_antecubital_fossa	14
srp_SRS074723	anterior_nares	12
srp_SRS074799	stool	0
srp_SRS074807	saliva	4
srp_SRS074811	tongue_dorsum	1
srp_SRS074813	hard_palate	6
srp_SRS074815	buccal_mucosa	7
srp_SRS074817	attached_keratinized_gingiva	5
srp_SRS074819	palatine_tonsils	2
srp_SRS074821	throat	3
srp_SRS074823	supragingival_plaque	8
srp_SRS074825	subgingival_plaque	9
srp_SRS074827	left_retroauricular_crease	10
srp_SRS074829	right_retroauricular_crease	11
srp_SRS074833	right_antecubital_fossa	14
srp_SRS074835	anterior_nares	12
srp_SRS074983	stool	0
srp_SRS074991	saliva	4
srp_SRS074995	tongue_dorsum	1
srp_SRS074997	hard_palate	6
srp_SRS074999	buccal_mucosa	7
srp_SRS075001	attached_keratinized_gingiva	5
srp_SRS075003	palatine_tonsils	2
srp_SRS075005	throat	3
srp_SRS075007	supragingival_plaque	8
srp_SRS075009	subgingival_plaque	9
srp_SRS075011	left_retroauricular_crease	10
srp_SRS075013	right_retroauricular_crease	11
srp_SRS075015	left_antecubital_fossa	13
srp_SRS075017	right_antecubital_fossa	14
srp_SRS075019	anterior_nares	12
srp_SRS075097	stool	0
srp_SRS075105	saliva	4
srp_SRS075109	tongue_dorsum	1
srp_SRS075111	hard_palate	6
srp_SRS075113	buccal_mucosa	7
srp_SRS075115	attached_keratinized_gingiva	5
srp_SRS075117	palatine_tonsils	2
srp_SRS075119	throat	3
srp_SRS075121	supragingival_plaque	8
srp_SRS075123	subgingival_plaque	9
srp_SRS075125	left_retroauricular_crease	10
srp_SRS075127	right_retroauricular_crease	11
srp_SRS075129	left_antecubital_fossa	13
srp_SRS075131	right_antecubital_fossa	14
srp_SRS075133	anterior_nares	12
srp_SRS075158	stool	0
srp_SRS075166	saliva	4
srp_SRS075170	tongue_dorsum	1
srp_SRS075172	hard_palate	6
srp_SRS075174	buccal_mucosa	7
srp_SRS075176	attached_keratinized_gingiva	5
srp_SRS075178	palatine_tonsils	2
srp_SRS075180	throat	3
srp_SRS075182	supragingival_plaque	8
srp_SRS075184	subgingival_plaque	9
srp_SRS075186	left_retroauricular_crease	10
srp_SRS075188	right_retroauricular_crease	11
srp_SRS075192	right_antecubital_fossa	14
srp_SRS075215	stool	0
srp_SRS075223	saliva	4
srp_SRS075227	tongue_dorsum	1
srp_SRS075229	hard_palate	6
srp_SRS075231	buccal_mucosa	7
srp_SRS075233	attached_keratinized_gingiva	5
srp_SRS075235	palatine_tonsils	2
srp_SRS075237	throat	3
srp_SRS075239	supragingival_plaque	8
srp_SRS075241	subgingival_plaque	9
srp_SRS075243	left_retroauricular_crease	10
srp_SRS075245	right_retroauricular_crease	11
srp_SRS075249	right_antecubital_fossa	14
srp_SRS075251	anterior_nares	12
srp_SRS075360	stool	0
srp_SRS075368	saliva	4
srp_SRS075372	tongue_dorsum	1
srp_SRS075374	hard_palate	6
srp_SRS075376	buccal_mucosa	7
srp_SRS075378	attached_keratinized_gingiva	5
srp_SRS075380	palatine_tonsils	2
srp_SRS075382	throat	3
srp_SRS075384	supragingival_plaque	8
srp_SRS075386	subgingival_plaque	9
srp_SRS075388	left_retroauricular_crease	10
srp_SRS075390	right_retroauricular_crease	11
srp_SRS075392	left_antecubital_fossa	13
srp_SRS075394	right_antecubital_fossa	14
srp_SRS075396	anterior_nares	12
srp_SRS075538	stool	0
srp_SRS075546	saliva	4
srp_SRS075550	tongue_dorsum	1
srp_SRS075552	hard_palate	6
srp_SRS075554	buccal_mucosa	7
srp_SRS075556	attached_keratinized_gingiva	5
srp_SRS075558	palatine_tonsils	2
srp_SRS075560	throat	3
srp_SRS075730	tongue_dorsum	1
srp_SRS075732	hard_palate	6
srp_SRS075734	buccal_mucosa	7
srp_SRS075736	attached_keratinized_gingiva	5
srp_SRS075738	palatine_tonsils	2
srp_SRS075740	throat	3
srp_SRS075742	supragingival_plaque	8
srp_SRS075744	subgingival_plaque	9
srp_SRS075746	stool	0
srp_SRS075748	left_retroauricular_crease	10
srp_SRS075750	right_retroauricular_crease	11
srp_SRS075752	left_antecubital_fossa	13
srp_SRS075754	right_antecubital_fossa	14
srp_SRS075756	anterior_nares	12
srp_SRS075758	vaginal_introitus	15
srp_SRS075760	mid_vagina	16
srp_SRS075762	posterior_fornix	17
srp_SRS075780	saliva	4
srp_SRS075784	tongue_dorsum	1
srp_SRS075786	hard_palate	6
srp_SRS075788	buccal_mucosa	7
srp_SRS075790	attached_keratinized_gingiva	5
srp_SRS075792	palatine_tonsils	2
srp_SRS075794	throat	3
srp_SRS075796	supragingival_plaque	8
srp_SRS075798	subgingival_plaque	9
srp_SRS075800	stool	0
srp_SRS075802	left_retroauricular_crease	10
srp_SRS075804	right_retroauricular_crease	11
srp_SRS075806	left_antecubital_fossa	13
srp_SRS075808	right_antecubital_fossa	14
srp_SRS075810	anterior_nares	12
srp_SRS075831	saliva	4
srp_SRS075835	tongue_dorsum	1
srp_SRS075837	hard_palate	6
srp_SRS075839	buccal_mucosa	7
srp_SRS075841	attached_keratinized_gingiva	5
srp_SRS075843	palatine_tonsils	2
srp_SRS075845	throat	3
srp_SRS075847	supragingival_plaque	8
srp_SRS075849	subgingival_plaque	9
srp_SRS075851	stool	0
srp_SRS075853	left_retroauricular_crease	10
srp_SRS075855	right_retroauricular_crease	11
srp_SRS075857	left_antecubital_fossa	13
srp_SRS075859	right_antecubital_fossa	14
srp_SRS075861	anterior_nares	12
srp_SRS075863	vaginal_introitus	15
srp_SRS075865	mid_vagina	16
srp_SRS075867	posterior_fornix	17
srp_SRS075888	saliva	4
srp_SRS075892	tongue_dorsum	1
srp_SRS075894	hard_palate	6
srp_SRS075896	buccal_mucosa	7
srp_SRS075898	attached_keratinized_gingiva	5
srp_SRS075900	palatine_tonsils	2
srp_SRS075902	throat	3
srp_SRS075904	supragingival_plaque	8
srp_SRS075906	subgingival_plaque	9
srp_SRS075908	stool	0
srp_SRS075910	left_retroauricular_crease	10
srp_SRS075912	left_antecubital_fossa	13
srp_SRS075914	right_antecubital_fossa	14
srp_SRS075916	anterior_nares	12
srp_SRS075918	vaginal_introitus	15
srp_SRS075920	mid_vagina	16
srp_SRS075922	posterior_fornix	17
srp_SRS075943	saliva	4
srp_SRS075947	tongue_dorsum	1
srp_SRS075949	hard_palate	6
srp_SRS075951	buccal_mucosa	7
srp_SRS075953	attached_keratinized_gingiva	5
srp_SRS075955	palatine_tonsils	2
srp_SRS075957	throat	3
srp_SRS075959	supragingival_plaque	8
srp_SRS075961	subgingival_plaque	9
srp_SRS075963	stool	0
srp_SRS075965	left_retroauricular_crease	10
srp_SRS075967	right_retroauricular_crease	11
srp_SRS075971	right_antecubital_fossa	14
srp_SRS075973	anterior_nares	12
srp_SRS075975	vaginal_introitus	15
srp_SRS075977	mid_vagina	16
srp_SRS075979	posterior_fornix	17
srp_SRS076000	anterior_nares	12
srp_SRS076002	vaginal_introitus	15
srp_SRS076004	mid_vagina	16
srp_SRS076006	posterior_fornix	17
srp_SRS076008	stool	0
srp_SRS076729	saliva	4
srp_SRS076733	tongue_dorsum	1
srp_SRS076735	hard_palate	6
srp_SRS076737	buccal_mucosa	7
srp_SRS076739	attached_keratinized_gingiva	5
srp_SRS076741	palatine_tonsils	2
srp_SRS076743	throat	3
srp_SRS076745	supragingival_plaque	8
srp_SRS076747	subgingival_plaque	9
srp_SRS076749	left_retroauricular_crease	10
srp_SRS076751	right_retroauricular_crease	11
srp_SRS076753	left_antecubital_fossa	13
srp_SRS076755	right_antecubital_fossa	14
srp_SRS076773	stool	0
srp_SRS076775	left_retroauricular_crease	10
srp_SRS076777	right_retroauricular_crease	11
srp_SRS076779	left_antecubital_fossa	13
srp_SRS076781	right_antecubital_fossa	14
srp_SRS076783	anterior_nares	12
srp_SRS076785	saliva	4
